station,time_min,amplitude_mean,amplitude_std,amplitude_max,amplitude_min,amplitude_count,channel
DSO,2022-09-15 09:29:00+00:00,-581.906791,1796.920748,3281.811657,-6205.081776,34,HHE
DSO,2022-09-15 09:30:00+00:00,81.106551,2125.597161,7707.924454,-7586.013297,180,HHE
DSO,2022-09-15 09:31:00+00:00,177.975468,1748.07676,7865.896666,-5598.490406,180,HHE
DSO,2022-09-15 09:32:00+00:00,-61.181404,1896.721855,8762.564963,-5561.659988,180,HHE
DSO,2022-09-15 09:33:00+00:00,-209.624472,1826.731337,5416.408549,-6830.3508,180,HHE
DSO,2022-09-15 09:34:00+00:00,27.548206,2185.448372,6514.423369,-11021.678195,180,HHE
DSO,2022-09-15 09:35:00+00:00,112.879185,1910.920477,6107.55791,-6795.259952,180,HHE
DSO,2022-09-15 09:36:00+00:00,75.967081,2186.824572,8339.570887,-6849.476691,180,HHE
DSO,2022-09-15 09:37:00+00:00,-10.764815,2201.72309,7734.488972,-7423.993404,180,HHE
DSO,2022-09-15 09:38:00+00:00,-320.622702,2123.229644,5970.303829,-8566.783605,180,HHE
DSO,2022-09-15 09:39:00+00:00,146.295512,2078.614445,7492.559848,-7745.476095,180,HHE
DSO,2022-09-15 09:40:00+00:00,249.995118,1693.950495,7658.319384,-3787.893897,180,HHE
DSO,2022-09-15 09:41:00+00:00,-119.17442,1737.957148,5705.835984,-6337.655825,180,HHE
DSO,2022-09-15 09:42:00+00:00,121.284786,1829.874651,7334.03209,-6193.512287,180,HHE
DSO,2022-09-15 09:43:00+00:00,-277.013966,2144.975513,6763.784913,-11490.287732,180,HHE
DSO,2022-09-15 09:44:00+00:00,9.644479,2118.681845,9668.035183,-9562.529098,180,HHE
DSO,2022-09-15 09:45:00+00:00,-15.480849,1933.316145,5563.987068,-6715.297813,180,HHE
DSO,2022-09-15 09:46:00+00:00,-293.557637,2373.293183,9240.313345,-8869.770244,180,HHE
DSO,2022-09-15 09:47:00+00:00,-46.600498,2438.753424,9104.101824,-7945.607388,180,HHE
DSO,2022-09-15 09:48:00+00:00,-230.912244,1884.322454,8330.063199,-6567.960816,180,HHE
DSO,2022-09-15 09:49:00+00:00,111.015158,1968.107871,8018.266372,-6663.6166,180,HHE
DSO,2022-09-15 09:50:00+00:00,-108.444111,2196.952368,7478.84416,-8017.09313,180,HHE
DSO,2022-09-15 09:51:00+00:00,-128.682652,1747.775418,5299.212592,-8770.269885,180,HHE
DSO,2022-09-15 09:52:00+00:00,-113.095321,2088.383842,5763.646359,-6448.816044,180,HHE
DSO,2022-09-15 09:53:00+00:00,1.020825,2011.936552,5591.608321,-6964.092636,180,HHE
DSO,2022-09-15 09:54:00+00:00,-49.36163,2438.099517,10249.688043,-8232.810928,180,HHE
DSO,2022-09-15 09:55:00+00:00,186.369643,1917.911997,8406.523753,-6369.227201,180,HHE
DSO,2022-09-15 09:56:00+00:00,132.780862,2007.968347,5808.187531,-7932.677096,180,HHE
DSO,2022-09-15 09:57:00+00:00,59.770982,1836.60784,5714.595861,-5766.178197,180,HHE
DSO,2022-09-15 09:58:00+00:00,71.148476,1716.418728,6633.344307,-6155.527986,180,HHE
DSO,2022-09-15 09:59:00+00:00,-50.761044,2239.391662,7033.393165,-9474.597328,180,HHE
